,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
338,gpt-3.5-turbo,English Standard Bible,733,33,", pafter our likeness. And qlet them have dominion over the fish of the sea and over the birds of the heavens and over the livestock and over all the earth and","[',', 'pafter', 'our', 'likeness', '.', 'And', 'qlet', 'them', 'have']","['dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and']","['dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and']",0.0,732,764
99,gpt-3.5-turbo,Christian Standard Bible ,733,23,"whole earth, and the creatures that crawl on the earth.” 
27 So God created man in his own image","['whole', 'earth', ',', 'and', 'the', 'creatures', 'that']","['dwell', 'within', 'it', ',', 'are', 'evidence', 'of', 'God', ""'s"", 'magnificent', 'creation', 'and', 'divine', 'design', '.']","['crawl', 'on', 'the', 'earth', '.', '”', '\n', '27', 'So', 'God', 'created', 'man', 'in', 'his', 'own']",1.0,732,753
293,gpt-3.5-turbo,English Standard Bible,735,25,our likeness. And qlet them have dominion over the fish of the sea and over the birds of the heavens and over the livestock,"['our', 'likeness', '.', 'And', 'qlet', 'them', 'have']","['dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock']","['dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock']",0.0,734,758
242,gpt-3.5-turbo,English Standard Bible,736,34,likeness. And qlet them have dominion over the fish of the sea and over the birds of the heavens and over the livestock and over all the earth and over every creeping thing,"['likeness', '.', 'And', 'qlet', 'them', 'have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and']","['the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and', 'over', 'every', 'creeping', 'thing', 'that']","['over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and', 'over', 'every', 'creeping', 'thing']",0.1,735,768
920,gpt-3.5-turbo,King James Bible,736,37,"thing that creepeth upon the earth.
27So God created man in his own image, in the image of God created he him; male and female created he them.
28And God blessed","['thing', 'that', 'creepeth', 'upon', 'the', 'earth', '.', '\n', '27So', 'God', 'created']","['man', 'in', 'his', 'own', 'image', ',', 'in', 'the', 'image', 'of', 'God', 'created', 'he', 'him', ';', 'male', 'and', 'female', 'created', 'he', 'them', '.']","['man', 'in', 'his', 'own', 'image', ',', 'in', 'the', 'image', 'of', 'God', 'created', 'he', 'him', ';', 'male', 'and', 'female', 'created', 'he', 'them', '.']",0.0,735,767
308,gpt-3.5-turbo,English Standard Bible,736,30,likeness. And qlet them have dominion over the fish of the sea and over the birds of the heavens and over the livestock and over all the earth and,"['likeness', '.', 'And', 'qlet', 'them', 'have', 'dominion']","['over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and']","['over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and']",0.0,735,764
149,gpt-3.5-turbo,Christian Standard Bible ,736,37,"and the creatures that crawl on the earth.” 
27 So God created man in his own image;
he created him in the image of God;
he created them male and","['and', 'the', 'creatures', 'that', 'crawl', 'on', 'the']","['ground', ',', 'and', 'the', 'fish', 'of', 'the', 'sea', ',', 'all', 'that', 'swim', 'the', 'currents', 'of', 'the', 'oceans', ',', 'praise', 'the', 'name', 'of', 'the', 'Lord', 'their', 'God', '.']","['earth', '.', '”', '\n', '27', 'So', 'God', 'created', 'man', 'in', 'his', 'own', 'image', ';', '\n', 'he', 'created', 'him', 'in', 'the', 'image', 'of', 'God', ';', '\n', 'he', 'created']",0.925925925925926,735,768
894,gpt-3.5-turbo,King James Bible,737,36,"that creepeth upon the earth.
27So God created man in his own image, in the image of God created he him; male and female created he them.
28And God blessed","['that', 'creepeth', 'upon', 'the', 'earth', '.', '\n', '27So', 'God']","['created', 'man', 'in', 'his', 'own', 'image', ',', 'in', 'the', 'image', 'of', 'God', 'created', 'he', 'him', ';', 'male', 'and', 'female', 'created', 'he', 'them', '.']","['created', 'man', 'in', 'his', 'own', 'image', ',', 'in', 'the', 'image', 'of', 'God', 'created', 'he', 'him', ';', 'male', 'and', 'female', 'created', 'he', 'them', '.']",0.0,736,767
29,gpt-3.5-turbo,Christian Standard Bible ,739,39,"that crawl on the earth.” 
27 So God created man in his own image;
he created him in the image of God;
he created them male and female. 
28 God","['that', 'crawl', 'on', 'the', 'earth', '.', '”', '\n', '27', 'So', 'God', 'created', 'man', 'in', 'his', 'own', 'image', ';', '\n']","['""', 'male', 'and', 'female', 'he', 'created', 'them', '.', '""', '-', 'Christian', 'Standard', 'Bible']","['he', 'created', 'him', 'in', 'the', 'image', 'of', 'God', ';', '\n', 'he', 'created', 'them']",1.0,738,769
79,gpt-3.5-turbo,Christian Standard Bible ,740,20,"crawl on the earth.” 
27 So God created man in his own image;
he created","['crawl', 'on', 'the', 'earth', '.', '”', '\n', '27', 'So']","['God', 'created', 'man', 'in', 'his', 'own', 'image', ';', '\n', 'he', 'created']","['God', 'created', 'man', 'in', 'his', 'own', 'image', ';', '\n', 'he', 'created']",0.0,739,758
108,gpt-3.5-turbo,Christian Standard Bible ,741,21,"on the earth.” 
27 So God created man in his own image;
he created him in","['on', 'the', 'earth', '.', '”', '\n', '27', 'So', 'God', 'created']","['man', 'in', 'his', 'own', 'image', ';', '\n', 'he', 'created', 'him', 'in']","['man', 'in', 'his', 'own', 'image', ';', '\n', 'he', 'created', 'him', 'in']",0.0,740,760
423,gpt-3.5-turbo,New Living Translation Bible,743,23,"animals that scurry along the ground.”
27 So God created human beings in his own image. In the image","['animals', 'that', 'scurry', 'along', 'the', 'ground', '.', '”', '\n', '27', 'So']","['God', 'created', 'human', 'beings', 'in', 'his', 'own', 'image', '.', '\n', 'In', 'the']","['God', 'created', 'human', 'beings', 'in', 'his', 'own', 'image', '.', 'In', 'the', 'image']",0.1666666666666666,742,764
454,gpt-3.5-turbo,New Living Translation Bible,743,24,"animals that scurry along the ground.”
27 So God created human beings in his own image. In the image of","['animals', 'that', 'scurry', 'along', 'the', 'ground', '.', '”', '\n']","['""', 'But', 'ask', 'the', 'animals', ',', 'and', 'they', 'will', 'teach', 'you', ',', 'or', 'the', 'birds']","['27', 'So', 'God', 'created', 'human', 'beings', 'in', 'his', 'own', 'image', '.', 'In', 'the', 'image', 'of']",1.0,742,765
577,gpt-3.5-turbo,New Living Translation Bible,744,39,"that scurry along the ground.”
27 So God created human beings in his own image. In the image of God he created them; male and female he created them.
28 Then God","['that', 'scurry', 'along', 'the', 'ground', '.', '”', '\n', '27', 'So', 'God', 'created', 'human', 'beings']","['in', 'his', 'own', 'image', ',', '\n    ', 'in', 'the', 'image', 'of', 'God', 'he', 'created', 'them', ';', '\n    ', 'male', 'and', 'female', 'he', 'created', 'them', '.']","['in', 'his', 'own', 'image', '.', 'In', 'the', 'image', 'of', 'God', 'he', 'created', 'them', ';', 'male', 'and', 'female', 'he', 'created', 'them', '.', '\n', '28']",0.2608695652173913,743,779
718,gpt-3.5-turbo,Amplified Bible,745,24,"Be fruitful, multiply, and fill the waters in the seas, and let birds multiply on the earth.” 
23And","['Be', 'fruitful', ',', 'multiply', ',', 'and', 'fill', 'the']","['earth', ',', 'and', 'subdue', 'it', '[', 'using', 'all', 'its', 'vast', 'resources', 'in', 'the', 'service', 'of', 'God']","['waters', 'in', 'the', 'seas', ',', 'and', 'let', 'birds', 'multiply', 'on', 'the', 'earth', '.', '”', '\n', '23And']",1.0,744,767
233,gpt-3.5-turbo,English Standard Bible,745,29,fish of the sea and over the birds of the heavens and over the livestock and over all the earth and over every creeping thing that creeps on the,"['fish', 'of', 'the', 'sea', 'and', 'over', 'the']","['birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and', 'over', 'every', 'creeping', 'thing', 'that', 'creeps', 'on', 'the']","['birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and', 'over', 'every', 'creeping', 'thing', 'that', 'creeps', 'on', 'the']",0.0,744,772
694,gpt-3.5-turbo,Amplified Bible,746,28,"fruitful, multiply, and fill the waters in the seas, and let birds multiply on the earth.” 
23And there was evening and there","['fruitful', ',', 'multiply', ',', 'and', 'fill', 'the']","['""', 'Be', 'fruitful', ',', 'multiply', ',', 'and', 'fill', 'the', 'earth', '.', '""']","['waters', 'in', 'the', 'seas', ',', 'and', 'let', 'birds', 'multiply', 'on', 'the', 'earth']",0.9166666666666666,745,763
368,gpt-3.5-turbo,English Standard Bible,746,26,of the sea and over the birds of the heavens and over the livestock and over all the earth and over every creeping thing that creeps,"['of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over']","['every', 'living', 'thing', 'that', 'moves', 'on', 'the', 'earth', '.']","['the', 'livestock', 'and', 'over', 'all', 'the', 'earth', 'and', 'over']",0.8888888888888888,745,765
106,gpt-3.5-turbo,Christian Standard Bible ,747,28,"27 So God created man in his own image;
he created him in the image of God;
he created them male and female.","['27', 'So', 'God', 'created', 'man', 'in', 'his', 'own', 'image', ';', '\n']","['in', 'the', 'image', 'of', 'God', 'he', 'created', 'him', ';', '\n', 'male', 'and', 'female', 'he', 'created', 'them', '.']","['he', 'created', 'him', 'in', 'the', 'image', 'of', 'God', ';', '\n', 'he', 'created', 'them', 'male', 'and', 'female', '.']",0.6470588235294118,746,773
404,gpt-3.5-turbo,New Living Translation Bible,749,33,".”
27 So God created human beings in his own image. In the image of God he created them; male and female he created them.
28 Then","['.', '”', '\n', '27', 'So', 'God', 'created', 'human', 'beings', 'in', 'his', 'own']","['image', '.', '\n']","['image', '.', 'In']",0.3333333333333333,748,762
85,gpt-3.5-turbo,Christian Standard Bible ,753,34,"his own image;
he created him in the image of God;
he created them male and female. 
28 God blessed them, and God said to them,","['his', 'own', 'image', ';', '\n', 'he']","['created', 'them', 'male', 'and', 'female', '.']","['created', 'him', 'in', 'the', 'image', 'of']",0.8333333333333334,752,763
830,gpt-3.5-turbo,King James Bible,754,23,"the image of God created he him; male and female created he them.
28And God blessed them, and God","['the', 'image', 'of', 'God', 'created', 'he', 'him', ';']","['male', 'and', 'female', 'created', 'he', 'them', '.']","['male', 'and', 'female', 'created', 'he', 'them', '.']",0.0,753,767
752,gpt-3.5-turbo,Amplified Bible,756,20,"seas, and let birds multiply on the earth.” 
23And there was evening and there was morning","['seas', ',', 'and', 'let', 'birds', 'multiply', 'on', 'the', 'earth']","['""', 'And', 'God', 'said', ',', 'Let', 'the', 'waters', 'bring', 'forth', 'abundantly']","['.', '”', '\n', '23And', 'there', 'was', 'evening', 'and', 'there', 'was', 'morning']",1.0,755,774
828,gpt-3.5-turbo,King James Bible,759,29,"he him; male and female created he them.
28And God blessed them, and God said unto them, Be fruitful, and multiply, and","['he', 'him', ';', 'male', 'and']","['female', 'created', 'he', 'them', '.']","['female', 'created', 'he', 'them', '.']",0.0,758,767
792,gpt-3.5-turbo,Amplified Bible,760,29,"birds multiply on the earth.” 
23And there was evening and there was morning, a fifth day.
24Then God said, “Let the","['birds', 'multiply', 'on', 'the', 'earth', '.', '”', '\n', '23And', 'there', 'was']","['evening', 'and', 'there', 'was', 'morning', ',', 'a', 'fifth', 'day', '.']","['evening', 'and', 'there', 'was', 'morning', ',', 'a', 'fifth', 'day', '.']",0.0,759,779
366,gpt-3.5-turbo,English Standard Bible,760,37,"and over all the earth and over every creeping thing that creeps on the earth.”
27  So God created man in his own image,
in the image of God he created","['and', 'over', 'all', 'the', 'earth', 'and', 'over', 'every', 'creeping', 'thing', 'that', 'creeps', 'on', 'the', 'earth', '.']","['""', 'And', 'God', 'blessed', 'them', ',', 'saying', ',', ""'"", 'Be', 'fruitful', 'and', 'multiply', 'and', 'fill', 'the', 'waters', 'in', 'the', 'seas', ',']","['”', '\n', '27', ' ', 'So', 'God', 'created', 'man', 'in', 'his', 'own', 'image', ',', '\n', 'in', 'the', 'image', 'of', 'God', 'he', 'created']",0.9523809523809524,759,795
778,gpt-3.5-turbo,Amplified Bible,761,24,"multiply on the earth.” 
23And there was evening and there was morning, a fifth day.
24Then God said","['multiply', 'on', 'the', 'earth', '.', '”', '\n', '23And', 'there', 'was', 'evening']","['and', 'there', 'was', 'morning', ',', 'a', 'fifth', 'day', '.']","['and', 'there', 'was', 'morning', ',', 'a', 'fifth', 'day', '.']",0.0,760,779
534,gpt-3.5-turbo,New Living Translation Bible,762,29,". In the image of God he created them; male and female he created them.
28 Then God blessed them and said, “Be fruitful","['.', 'In', 'the', 'image', 'of', 'God', 'he', 'created', 'them', ';', 'male', 'and', 'female']","['he', 'created', 'them', '.']","['he', 'created', 'them', '.']",0.0,761,777
949,gpt-3.5-turbo,King James Bible,764,33,"female created he them.
28And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and","['female', 'created', 'he', 'them', '.', '\n', '28And', 'God', 'blessed', 'them', ',', 'and', 'God', 'said', 'unto']","['them', ',', 'Be', 'fruitful', ',', 'and', 'multiply', ',', 'and', 'replenish', 'the', 'earth', ',', 'and', 'subdue', 'it', ':', 'and']","['them', ',', 'Be', 'fruitful', ',', 'and', 'multiply', ',', 'and', 'replenish', 'the', 'earth', ',', 'and', 'subdue', 'it', ':', 'and']",0.0,763,795
37,gpt-3.5-turbo,Christian Standard Bible ,764,34,"of God;
he created them male and female. 
28 God blessed them, and God said to them, “Be fruitful, multiply, fill the earth, and","['of', 'God', ';', '\n', 'he', 'created', 'them', 'male', 'and', 'female', '.', '\n', '28', 'God', 'blessed']","['them', 'and', 'said', 'to', 'them', ',', '""', 'Be', 'fruitful', 'and', 'multiply', ',', 'fill', 'the', 'earth', 'and', 'subdue', 'it', '.']","['them', ',', 'and', 'God', 'said', 'to', 'them', ',', '“', 'Be', 'fruitful', ',', 'multiply', ',', 'fill', 'the', 'earth', ',', 'and']",0.4210526315789473,763,796
433,gpt-3.5-turbo,New Living Translation Bible,765,38,"image of God he created them; male and female he created them.
28 Then God blessed them and said, “Be fruitful and multiply. Fill the earth and govern it. Reign over","['image', 'of', 'God', 'he', 'created', 'them', ';', 'male', 'and', 'female', 'he']","['created', 'them', '.']","['created', 'them', '.']",0.0,764,777
263,gpt-3.5-turbo,English Standard Bible,765,38,"and over every creeping thing that creeps on the earth.”
27  So God created man in his own image,
in the image of God he created him;
male and female","['and', 'over', 'every', 'creeping', 'thing', 'that', 'creeps', 'on', 'the', 'earth']","['""', 'and', 'over', 'every', 'creeping', 'thing', 'that', 'creeps', 'on', 'the', 'earth', ',', 'according', 'to', 'its', 'kind', '.', '""']","['.', '”', '\n', '27', ' ', 'So', 'God', 'created', 'man', 'in', 'his', 'own', 'image', ',', '\n', 'in', 'the', 'image']",1.0,764,791
731,gpt-3.5-turbo,Amplified Bible,768,28,"23And there was evening and there was morning, a fifth day.
24Then God said, “Let the earth bring forth living creatures according to","['23And', 'there', 'was', 'evening', 'and']","['there', 'was', 'morning', ',', 'one', 'day', '.']","['there', 'was', 'morning', ',', 'a', 'fifth', 'day']",0.4285714285714285,767,778
928,gpt-3.5-turbo,King James Bible,768,24,".
28And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth,","['.', '\n', '28And', 'God', 'blessed', 'them', ',', 'and', 'God', 'said', 'unto', 'them']","['""', 'Be', 'fruitful', ',', 'and', 'multiply', ',', 'and', 'replenish', 'the', 'earth', ',']","[',', 'Be', 'fruitful', ',', 'and', 'multiply', ',', 'and', 'replenish', 'the', 'earth', ',']",0.0833333333333333,767,790
